id,previous_weight_lbs,current_weight_lbs,height_in,gender,score,photos,first_image_aspect_ratio
1nxewu,274,274,78,false,4,"UJ9OZML,cfkgaZO,JjK8vle,BsAQvKM",1.5
1nxbzp,178,178,65,true,9,"H3z7pRE,3WtVK8U,BiAHyLQ,2lkCjMQ",0.62
1nxbfa,143,143,67,false,2,"xL5deiA,2ZfheYh,t3bcTcV,Ty2ZLhm",0.56
1nx9oq,192,192,74,false,3,"ZtaWaZH,L7YOaey,GOa1iiR,kSnAYz0,60B3vqH",0.51
1nx8er,169,169,68,false,2,"L0u8sui,qvgFLJF,4VHH6l4,iIkYsHp",0.71
1nx687,176,176,66,false,4,"EnQvS2i,yT06GYm,iDR755D,kmDUzQq",0.75
1nx3ri,193,193,64,true,1,"7CYn9Yd,S1sbA3h,TylAbfI,6uQtWAq",0.37
1nx2u7,192,192,68,false,1,"YUstmOX,fNysPYs,z9KPGAG,Iv00BE3",0.66
1nwxud,263,263,68,false,2,"dNc6zva,7AzQ0Wb,LlFK998,NElCukZ",0.75
1nwxcy,229,229,71,false,3,"leNKP3x,iZjLNBn,MRCJtLc,RqC7KPW",0.67
1nwvzv,125,125,61,true,4,"Aqme09r,pPvKPLI,rKwx6TJ,YjACCE4",1.5
1nwuot,145,145,64,true,7,"QJ7PzoU,e9ZN8dy,SMF0jjR,bkF8sFr",0.45
1nwugn,220,220,73,false,1,"1BfUR8Q,fXivEho,VPmNown,nC9r9er",0.75
1nwtz6,183,183,71,false,1,"iOyrb8E,S3y43k1,qoKh3bE,34Pyh1I",0.54
1nwmhn,213,213,73,false,2,"0RRJEEY,W3K1EiA,yevyuhE,KMdQ7TU",0.56
1nwi7l,153,152,69,true,1,"5bNBHfa,B8XGweZ,aHw4rBr,ikOOMFZ,48iZIr0",0.75
1nwau7,175,175,72,false,3,"KvTiZEz,PUo4sic,i4TFQjM,5LrjTRA",0.6
1nvzy3,230,230,72,false,3,"m1NhGUF,Zx449D4,oHU0lza,OKaN7Qh",1.5
1nvwgb,190,190,69,false,2,"9YKoDP0,lclW7uQ,ISYTyqs,QlwJ8QI",0.56
1nvt44,184,184,69,false,1,"TdKsmuQ,Dku1L32,HHq1HXo,n0FLyHn",0.61
1nvq87,295,295,75,false,2,"PCTttDL,5nBpkjQ,Xyr5Nht,oACeR58",1.33
1nvl2a,144,144,63,true,4,"AyXSQPt,N1EAbR2,khpkOco,gmObDt9",0.56
1nvk50,219,219,74,false,1,"dtwo4HG,RmIRWpq,l5UHLx7,yWMxHPG",1.33
1nvdse,158,158,70,false,1,"rwQxm6O,waKvNVk,RZRi7yY,Wuz2qas",0.67
1ojt2t,196,195,72,false,5,"84nc4lX,J9824sj,Z9UDsNp,3zx4KyZ,lqDMmFl,ZrLUugI",0.65
1oj5qy,125,125,66,true,13,"njNVeqT,bnEfk7I,PSM67W3",0.75
1ofclx,153,151,69,true,21,"5bNBHfa,B8XGweZ,aHw4rBr,ikOOMFZ,dbAaF2l",0.75
1odsz5,135,135,62,true,14,"AioOiEW,k1GJt4l,zw6CVpp",0.75
1odddz,176,176,72,false,7,"4ZV7sIA,K6VPRYW,xh2PTrn,06HevT3,fnugaPB,7644OUO,6q9eYqx,ETm0yAI,t9EYj82,rRU6LmQ,ncZMP50,rlVuQmc,nOgzAJl",0.56
1o9uzr,196,196,75,false,5,"rtRik2u,OrXdbNI,rWTYzDc,EsHDYfx,2uC0TNh,wUBWnui,avBu8vQ,XYBhF7z,uUAjQnt,8ZWFJat,hp5EDKZ,8Sl19AB,jmjaxKP",0.52
1o9h0h,110,110,68,false,4,"GVzzgeg,EBCRurd,MWru6GJ,84RYIHb",1.5
1oviwl,200,194,72,false,4,"84nc4lX,J9824sj,Z9UDsNp,3zx4KyZ,nmaSuvr,lqDMmFl,ZrLUugI",0.65
1opee1,172,172,68,false,3,"K9JdWJ9,FXhdMeu,NwRSzZr,HmbFNCl,rfLeNZH,L8bEHab,0A56zSY",0.75
1omhqf,216,206,74,false,8,5ORuyjJ,0.67
1p6757,139,135,68,true,5,"vMC9Z2h,EftMPGh,d2S4qpx",0.75
1ozrwe,122,122,63,true,8,"bidk1TY,EfJs0t4",0.75
1oyjud,198,198,69,false,6,"3gieAIK,9ZPuw9s,RPXCsZk,kl4KpRd",0.59
1oy5au,122,122,63,true,7,jQECCD4,1.2
1pfja9,200,190,72,false,8,"84nc4lX,J9824sj,Z9UDsNp,3zx4KyZ,nmaSuvr,lqDMmFl,ZrLUugI,5utOf9d",0.65
1py5hg,178,175,67,false,8,hPQDw,1.78
1ppfmx,135,135,65,false,7,"Q2CMnvH,oO5VEfv,ejdy7S1",0.67
1q7297,139,134,68,true,9,"Z7XHOBT,IrGuD3L",0.75
1qhts1,116,113,63,false,2,"sj8bZiD,l0ky7xI,MwAiTPG",1.06
1qdrk5,158,150,67,false,13,"pjqsteR,fpgGgdr,3hD4lPg,178eGFz,1VGsTgR,oGzaJ97,9H00J9T",0.61
1rcx41,176,176,72,false,4,"MsScJdb,atz6N0E,0mMqMR2,ncZMP50,rlVuQmc,nOgzAJl",0.51
1r7667,139,132,68,true,5,"WzI8iBB,co9sjU4,DNsW7Zs",0.75
1sgxi6,158,146,67,false,7,"N6nWcXc,abusuSf,TkWsLuy,pjqsteR,fpgGgdr,3hD4lPg,178eGFz,1VGsTgR,oGzaJ97,9H00J9T",1.33
1se9w9,139,133,68,true,5,"WzI8iBB,co9sjU4,DNsW7Zs,hU84Msi,N3kriDk,FQR4Cha",0.75
1sxjb6,189,189,76,false,8,h9rPOyB,1.96
1swcvs,124,124,69,false,5,"p44Gwap,lDBAesz,TS1rAUs",0.49
1sqnm8,139,139,64,true,15,"2UEnsEv,MtO0Wda,pRH8ytT",1.0
1tc2qi,160,160,70,false,5,"t1A62zp,tWVpu1P,Fd68HbF,r9qdCG4,s3TJpoY,PaHWFj6,PWqgNIk,fGMQyfK",1.14
1tbwrw,119,119,65,true,10,"VQb3QmI,1lzFJJu,WbrQgg4,gvH7Ko5,WG2SpWAh,5NDUSrUh,672rgjYh",0.66
1taeyy,206,206,71,false,10,"YHJBZWq,jzLn6aK,JozNQAp,ngiMlA7",0.44
1tnr7g,156,156,68,false,5,"cyw7Y38,b0pn5Om,Suqib0X,7FHue68",0.75
1tmxo7,197,197,71,false,10,"merkn6Q,lpQFKDa,QeC8swK,L5fL6Be,I36pTwl,3tQ4Czw,xXeKLAX,WGjZDZl,QeC8swK,lpQFKDa,merkn6Q,L5fL6Be",0.56
1tmbag,110,110,63,false,5,"SGaOPwf,ZBYNKlV,AhwUzvY,YiB30qf,eqK2rYP,BlXZMZh,q43Z49M",0.94
1tkorc,193,193,74,false,5,"8n6geuD,nnh513g,wagdXzE,IeBSEVq",1.5
1tk365,161,161,71,false,9,"WQ85G9B,m7FdzDj,hc4rFtE,J9MkfSm",0.5
1tjayb,159,159,68,true,12,"tapS5xs,w4yCK9F,obJjS4v",0.75
1tj9ey,170,170,70,false,6,"TJGpNHS,7jhjfyY,nmCcYwb,oJOJBcY",0.75
1ti5nd,180,180,71,false,5,"LCKGYzA,cqM8Ux8,vu2Vx3d,ImWwT3z",0.75
1thl8i,165,165,72,false,6,"VVSKIV3,CX7WGAQ,GQce02P,ufL8tIu",0.54
1th1bg,147,147,66,false,13,"4rkqLbA,3zDujb0,7DmMhTQ,4jjTWPm,8TI1wzk,0tUHYyN,FR8fw0t,JblTzHi",0.36
1th08q,152,152,63,true,9,"vH9BoI3,gILENVR,LcsoQRD,lqwfEUy",0.57
1tgzrv,215,215,71,false,10,"yzoJLAz,J9xLYdj,dDKomxy,9SDA3hz",0.53
1tgwvs,165,165,72,false,18,"MsScJdb,atz6N0E,0mMqMR2,u5TGmRg,qUGTjXT,bBHVccc,iricous,zdDnMXf,LHByuGU,bfSsBiT,ncZMP50,rlVuQmc,nOgzAJl",0.51
1tghbw,133,133,64,true,18,"Zbh325d,8Y9JLv1,NNrErCB",0.5
1tf93y,149,149,66,true,22,"ymoCmCt,h1ESX4g,DA32WBx,SSevCvF,ez2E8mM,Xy0SkjD,OvuhfeM,eSWOfxP",0.66
1tev82,164,164,68,false,7,"SmBOHEn,4FXp70v,yvWNxVe,dEfNnu1,vdYdcTA,UKO3zmr,HtEw3D1,WKPD4SS",0.99
1tecnv,148,148,68,true,21,"Hqgmp69,p9pZ7BW,hVd5Cx7,U4XkpMj,AkK8qaa,HmuTKJq,CngrTjQ,nTYujya,IyeLRWd,k89N7gT",1.33
1tdmbm,189,189,70,false,4,"oK38uHP,v9zkVXH,vFH4hz8",0.33
1u1hee,235,208,63,true,7,"vrDQiJk,9xdPsBt,QSQwPsG,sCGfnLw,XT64prF,QocIejc",0.53
1u0hhf,160,172,69,false,3,"lSYJJa6,DF1wXPl,I0TwY5J,WcgOCh7,zlATCyU,hi2TaaB,D6FH2sv,uNnT5KP",1.22
1tzmyn,205,205,70,false,2,"nSjc7me,yfCViEB,0wPr9QR,WVvvihZ,onIG0fU,VdLrkRh,Z9rbSbJ,p1u3Ldy",1.33
1tywpy,177,177,75,false,10,"AKne1dE,G76SzLK,TJ6FD29,uXe71BW",0.75
1tyr9p,150,155,71,false,7,"468zceG,8xhcZIV,MAKMQpO",0.67
1twsd2,134,134,68,true,14,"xm1U9JL,hEXTCpy,a9xtknp,utxCZFs",0.75
1twr7r,132,132,66,true,17,"onEZuaz,hP4vs9w,sqZr9hk,QXviC6t,8oIUkxJ,ca9REhy,3PQF1XL,pVpFExU",0.58
1ttazw,175,175,66,false,4,"SrSQ9Yu,YxzFWyw,FGY4CWo,0Oho5QJ,0Oho5QJ,FGY4CWo,SrSQ9Yu,YxzFWyw",0.67
1tqm3n,204,198,71,false,7,"uwXtwAL,fF0lOol,xHBEBWG,ORHB3nC",0.67
1udiun,185,175,70,false,9,"XVhMybu,nbhJkvf,VOYDRd2,Jfl8674",0.56
1uamau,170,175,72,false,12,"JHu0rsI,SSDYwDk,homLddA,KdnshlJ",0.75
1u8mvt,158,142,67,false,9,"tSJKFdX,7BAI8iz,1TsnEZh,s6btfIX",1.33
1u8d7y,150,154,69,true,12,"3ON0tXS,SIrd3vG,hj7r6Ee,ksRMCu9",0.43
1u7q0q,170,170,70,false,7,"r3GDWzn,HVHwwfz,1awkX0t,ekbcOky",0.75
1u7g36,189,189,72,false,2,"zFZQawq,MfE4XUq,R3hrVwj,5QkIWI3",0.54
1u74fd,169,195,67,false,3,"Yy9Y8IB,KekcyL1,ubtCApo,k9sBMAh",0.63
1u6zof,190,190,72,false,3,"JQ4GVDD,prqyw8n,PiysTiL,YPr8nET,90PshMx,4NN3Q07,0J76CKx,CtSJ0eh",0.56
1u6vmj,203,227,76,false,4,"Oz7ni5s,RYmFCFC,idxCADm,HR4PavJ",0.57
1u6ror,163,163,68,false,4,"JuysVnS,ebjbI4W,vDCuzOF,3F1XrKY",0.56
1u6nmt,130,130,63,true,1,"z3EcDcx,4thKMb4,CUkk2TF,dKrfHSH",0.46
1u6lz6,137,137,64,false,7,"iIUi7ol,gQl2Esc,fH9bfJw,y6VNSfx,PJ22KQS,HamWP8x,u6gyLZy,62iV7iN",0.75
1u6kw3,127,127,66,true,36,"sWe7xmx,L0AP2HC,AHWbky8,lnonQAf,vQ0rBXd,nSMXOkN,8C8YHtk,IT4Smkt",0.75
1u6acm,193,193,73,false,7,"0ZIi1wA,YksgKVP,CQdIyNS,x6ReJ6X,5urgJGP,nU7A7Cs,WRUEJsO,rHCi6Cx",0.75
1u5ocp,155,155,67,true,5,"fVd1MQb,YewTGDA,lRFcARy,80W7wX7",0.43
1u5o0b,185,185,76,false,5,"fIQipjx,Ia7LKEq,tD7EzE1,MoYlVwb",0.75
1u5jxc,165,165,70,false,3,"QbZRgLz,BxYSDs5,uyHiWuE,dIMAv9b,8jcHDx7,T8v4W6K,E8TNhwu,CGstBS1",1.33
1u5822,295,244,72,false,8,"heCNLGu,ijA3PdY,7qkDScs,gifFnCO",0.56
1u52my,164,164,68,false,7,"uIHNN0S,5ivxzGO,EklqOf2,fyagmoh,UBHzQyM,1JZLfWb,97laRDj,VLXb0Pe,73VWeHE,BQtlq9N",0.75
1u3p81,170,170,72,false,5,"JulmSCl,M2Igoke,ZoTGQt6,HdiPVyC,hwrfcml,eQowsDW,DnIGRCP,AZ76fvA",0.68
1u3m7m,263,246,68,false,3,"dNc6zva,7AzQ0Wb,LlFK998,NElCukZ,8KPmrWI,ft9aPu9,ZD5Rpap,wNKpqJn",0.75
1u3m0n,170,170,68,false,7,"8kWnagv,UkQ8VqV,HI8iaHw",0.75
1u337a,113,113,61,true,8,"OW2CjQK,ykiE09c,EcvkBeR,xTZXirD",0.51
1u2tqi,194,194,74,false,2,"WcYfT6L,rksZE4U,UYOwDoU",0.37
1u2cdt,158,158,69,false,2,"6kfR4Aa,xSraK5B,3IcF7Mj,nj9zxDh",1.33
1u29qq,117,117,66,true,12,"A6lbENB,EwiaYzX,Y1Ty7YA,T7BtT69",0.75
26eonp,160,160,67,true,5,"ff6HjJz,9D8xosu,Y6QHfAu,adqn5a1",0.56
26elj3,183,183,74,false,2,"andCElq,RzFeOQ8,UUGAsQK,BAuM0LZ",1.5
26efjf,254,254,71,false,2,"Sbn3r3w,KGFRcPi,3wx3662,CiGr8tr",0.93
26ee4p,192,192,70,false,2,"Rb1oqyQ,bw6bplo,P1EQwew,l8NWbeU",0.36
26ec20,162,162,68,false,2,"MFN2NR8,7CLTIfi,vjknszR,O1jik2F",1.5
26dyew,129,129,63,true,3,"4Ysg7bI,ARpLWjE,g9KSuW0,hPPedgl",0.56
26dvwm,280,280,74,false,2,"sO1QNM5,j3POAfJ,lB9lUSE,TZF4PiA",0.75
26dui4,131,131,61,true,3,"etN9UKa,4Il5MZI,e36m05i,Zqnrso3",0.5
26dudq,194,194,66,true,5,"CcECc2G,d1FKmOP,8IIF3iW,xnMLKZG",0.75
26dtzo,216,216,68,false,3,"4EMOzNj,1VF2LQc,KivX7tB,fbPTbRF",0.75
26dp1u,201,201,70,false,3,"UPtLk5H,gXnFQRd,jxl0fhG",0.65
26doag,179,179,68,true,3,"OcUoYbK,eAXRTZd,m9HADD1",0.7
26cyl6,243,243,70,false,3,"wdmqiky,kkkFjTW,Z3I1kEP,4THM3wy",0.56
26cn2m,181,181,71,false,1,"dTMEVk4,HfAtqT5,Dmoua1A,QNcqO0s",0.75
26cfh0,125,125,66,true,3,"hlw96uy,X6VoxHG,TxWPhGZ,h5ftolA",0.66
26cf4v,193,193,69,false,2,"MLU9EVH,PknImYF,nK5nZoq,R4D5uqp",0.75
26ceng,198,198,68,true,4,"ysnXONZ,MfAqEPy,HW5n2m9,J7mVee0",0.59
26cb85,152,152,63,true,3,"6ZCbsq5,Eibt3CY,lgw4nDO,zpEN6Yb",0.43
26ca8q,142,142,68,true,4,"ds9dqCK,dQETPEA,bGh6PKw,C1VMZUt",0.95
26ca3c,246,246,73,false,2,"yVo3VDg,6CPHe51,KsFF06j",0.44
26c4x4,169,169,70,false,3,"EBSdtrJ,dkGZeYr,r3OHbXv",0.65
26c1vo,178,178,72,false,7,"952JbJw,DvgRr12,btvD6cl,2Re3FY7",0.6
26bw83,229,229,65,true,3,"fm8Sgt2,NPb7VXc,09cdtvO,4GxVCZI",1.33
26bvsc,195,195,65,true,3,"fk0JGYJ,ICKUQga,3NNRCFT,KYIfuEs",0.75
26bghc,149,149,64,true,5,"dRgvsUb,2apBqto,ddFnOIv,INNqyER",0.75
26bbsg,165,165,67,true,4,"clwoOpa,UdKKLZa,8PD9GBp,zUCsyAS",0.75
26bbb5,221,221,72,false,3,"E8rKj6J,WS0yHyQ,xZaMYCj,VgUr7Il,qdqjo5h",0.71
26b8e6,193,193,71,false,5,"tOfJHuQ,xFRmlYz,M5hctBs,gQWsC2D",0.56
26b5rt,165,165,66,false,5,"LlAm9V5,xFATnjj,IAhg1H9,713RmZI",0.57
26b39v,195,195,73,false,2,"rCf77sR,O35ca0b,9f80nFj,dKUx71R",0.75
26b1uh,188,188,66,true,3,"XdwYNG5,GMVGKMn,zJZ6jDj,P6UdiJG,zJZ6jDj,P6UdiJG,XdwYNG5,GMVGKMn",0.56
26b1fp,145,145,68,true,7,"e8euGVp,eKuMvKa,Bu3N7fP,0LCz36b",0.41
26azy5,144,144,64,true,3,"GYnjfkm,f4OWwEC,YKsZ57t,ZUNJRrr",0.75
26atde,145,145,63,true,7,"LYDHQGl,FIj27Aa,evtaWdu,GWpKElU",0.39
26asnf,195,195,72,false,13,"kkQLEBQ,vcxpObr,yTMCxXN,G4wELKL",0.39
26asiw,143,143,63,true,8,"dcDDY8D,hFISDAf,3Yj5hNu,HWDXz4s",1.33
26ar8b,175,175,69,true,4,"jhMuopf,16Y6qIg,pO7t4e6,qEldSLS",1.33
26anv1,130,130,62,true,3,"e4Lw1cY,s4hDdRE,LoxyiuE",0.64
26akph,114,114,62,true,4,"TyUFqAe,q8SudmE,KTiRShL,wvRbEtu",0.49
26aji9,277,277,70,true,6,"9zUXssX,ymhq3eY,iVdUMcN,LzZUHf7",0.56
26afrt,153,153,68,true,9,"qLd5T4O,j3PeRne,mZbymZx,TmYgOqX",0.32
26acxm,209,209,68,false,2,"qoVXhM7,jbd0avj,mzsFJJ7,1opFMPX",0.75
26a82w,167,167,66,true,3,"PYjKXvm,FPPD4mJ,wc6PCQz,s368vvc",0.49
26a3l3,251,251,68,true,3,"ZK0iTfs,XfRjd72,99P26ZS,IEKqIks",0.75
269zsi,180,180,64,false,1,"PoxuVda,76yzy8D,FdGCd0l,v3gq2vl",0.75
269yif,196,196,73,false,1,"H4pQBSQ,VRV9rYO,QEAmL4z,Sq0uZF2",0.41
269wxf,294,294,73,false,1,"k5zcPjA,jj7B6df,rLwclBu,v04QPRa",0.56
269wi5,140,140,68,true,3,ihjTtBu,0.44
269tyu,184,184,71,false,1,"ArhZzbN,waqrGmN,dUHKA0R,eXgjeJs",0.67
269s83,204,204,68,false,1,"e6QFgqA,qaTSxfv,6tZjDr0,bwT7xkp",0.75
269nje,190,190,70,true,4,"Q6oEYDr,Hvi0LNz,0HBmbC3,y21UKT0",0.51
269lkb,238,238,72,false,1,"hx7N7pK,yMkRq7f,Aq6cjjJ,b6WJpkb",1.5
269kte,200,200,71,false,1,"AWaAkXc,8PGrZEb,wLx3FrB,HR1k9aX",1.77
269jo1,138,138,66,false,2,"Lz6HAQk,yUQNqwE,g7SlLPY,mvQ3P2D",0.51
269jhu,355,355,73,false,12,"huHQiuV,9Lz6qan,d0OVRGC,ul9hx1l,XHHUKVW",0.44
269jbs,126,126,65,true,2,"L5u55pP,A4Djldb,Hn4QQOl,3DlNFr8",0.74
269i7y,166,166,64,true,4,"c3bI3ih,PgqrlMT,RNxl1hD,qDEYpsA",0.51
269etp,178,178,64,true,2,"X7kwRDw,DFOq0MO,ywjmp2C,9BSaGeg",1.33
269c4c,160,160,65,true,1,"QYHaDhd,ABTmNCc,v7GY6fo,8qXpD6k,YVfEsx1",1.04
2699cb,238,238,69,false,1,"zU6eDjm,6QGRDpj,c4vkpsQ,EQQHPcp",0.29
2699ad,136,136,63,true,6,"nMFwg2O,U4qBVvd,hLwYRye,NPaB6ug",1.5
2698dr,239,239,69,true,1,"HdEaFII,sAs358Y,RinCedK,l0sgHu5",0.52
2695tc,169,169,69,false,1,"tu2BGiy,r1TJbYG,1YOH799,8kddpwn",0.68
2694qe,187,187,71,false,1,"r2t9igu,jbtkrwu,AWQeNtL,uRaWNzm",0.88
2692ef,355,355,71,false,3,"Dk3Xb1n,5HzkjsV,VNN7npm,yX3Axqw",1.78
2691fi,245,245,65,false,4,"bAaDjDD,y6CLRZn,Z7m33Nn,T03ZQg6",0.65
268yht,156,156,69,false,1,"ylKO0JK,NRiGQxs,G5MpbPy,jp4Xbdo",0.56
268xym,183,183,70,false,2,"C2fznJC,5PjYCtH,RLNYQhA,BzHs2fy",0.75
268rd2,203,203,67,false,2,"ljKIGYz,RYVtx3c,6BlLsrS",0.56
268omp,152,152,65,true,3,"Ztp7Yg5,84pvAzU,lzwCxWS,t7mFmmg",0.46
268o2i,225,225,71,false,2,"lbSxH5Z,V5zQ4XJ,Tsmn2Yv,HDfPgT7",0.4
268mj8,145,145,65,true,4,"xWsKC6u,zc65YdC,HEb8lhU,pEmHCE0",0.75
268m0s,147,147,64,true,7,"s4Ienf8,YUburzq,JrwgAbp,rB4PUtj",0.44
268kea,177,177,73,false,5,"w9H0lHr,IzBo4uz,Ih8lwzT,VVM3nk8",1.33
268f5w,200,200,65,true,8,"xey1IZF,kVidwyF,7hKBEfT,FtC7i0A",1.33
268ex0,166,166,60,true,6,"7bkeTJn,eWrCuwN,TGy5Cma,gbkGYzd",0.55
268enp,262,262,75,false,6,"ZLXLJaT,v0ZQDY4,TJACzcQ,bOdljOg",0.75
268c8d,207,207,75,false,3,"o6CbJCK,Lo0tuf9,TqaVH39,nCykvWc,njhvB53",0.56
268ang,156,156,70,false,3,"ZrbwiLR,28dY4Iv,VTwxmdF,D0JnQqZ",1.33
2689ez,185,185,71,false,2,"7nVHzNm,ZVVoou1,2bWbVkR,4hO2j34",0.55
2682s5,200,200,66,false,9,"jgGrNHk,rj5QCYP,YdQy8xY,DmYq4oW",0.48
2681qx,133,133,63,true,13,"jqZCZmC,mZqRmVk,VLWMa81,DFZ5GtR",0.72
2680n9,109,109,60,true,3,"oi4wMaz,wdQUppE,wmM7nzz",0.55
267x0f,215,215,67,true,6,"J4rFdxM,iy6OFBC,jgYJ79e,e6oBO6Z",0.78
267tpc,185,185,65,true,6,"bOcbe5z,VQTAYOe,vjMMHZa,bBeNIYa",1.5
267pnt,193,193,70,false,2,"znqVI7F,7AchoUM,mZznTJG,YGRAUTn",0.56
267lr7,235,235,66,true,2,"VwFEagU,8Ntr2x8,DVGhqDV,Ivw8Zkv",0.75
267l7r,240,240,74,false,3,"7IXig9d,IdftlUo,mjAToPH,snMgdm5",0.56
267ks1,258,258,69,false,2,"BXT48O5,FUfvBsv,8t1GoJG",1.78
267klk,154,154,63,true,3,"y3ZVoCB,f9QZ4Lc,f2f1vOL,ZxJpWzS",0.75
267k0a,150,150,69,true,4,"SsR160v,cPbr7Fy,kf2hAUj,CptQUgR",0.38
267gs0,168,168,66,true,2,"aDDI6EN,XOnmh8I,l61Etuf",0.42
267f9d,154,154,62,true,5,"kPMNmtF,ri1f9Qw,1AwjS0r,qJ6VF1T",1.33
267coc,177,177,66,true,3,"FmeTpBG,HDn0udP,xlil9we",0.47
267aqi,147,147,62,true,4,"0pFIQWK,EQaAgZd,iEHpaz1,UsNdVFL",0.67
2672t7,160,160,67,false,2,"Bf5xMDN,k8kkIZn,oUgXUgs,SWUSY4X",0.75
2671va,173,173,64,true,5,"xDgsx0J,qgPI7Mt,5XH2o89,OU15iAY",0.5
266zbc,246,246,70,false,2,"cHFhBfS,SqyyqZ1,RZgr1hI,FyGQS1y",0.61
266spu,210,210,76,false,2,"3GmdKIi,i7k4aQD,oSe0URy,CPz8P2z,iLJu8xE",0.67
266ro1,280,280,77,false,4,"oqWtxrG,zwjex3b,GdzN4fJ,24OrgKh",0.55
266phs,305,305,74,false,6,"cuORYOv,M3SQhqi,I52HulB,c6GNOUS",0.75
266nl3,231,231,66,true,9,"V1DFadj,MUgbpU9,HWesPPP,BeSGVek",0.56
266k2o,170,170,69,true,6,"DOnbIuk,UVzrpC6,5orJpJr,0AogDHG",0.75
266g5i,150,150,73,false,3,"C6HxpZs,2ip1CF0,Ajb2XKR,VB3CGwH",0.36
266fj0,281,281,73,false,3,"YKIYKjP,PiWJQTl,QehLPj8",0.56
266ekt,206,206,67,true,7,"l4T2CbG,R3iLEfP,pVrBfMX,SwxkUFB",0.56
266cz4,133,133,66,true,4,"bGODbTq,9BVfEVA,q8yiprX,3Y9BQN6",0.93
266ct9,185,185,71,false,3,"rm79tU3,ci7k6KF,TBDJ7Pu,9S7SyyM",0.6
266br8,250,250,74,false,3,"jkfod6i,PyiIUPR,xcZCQKe,Sbn0oqM",0.75
2669xg,290,290,70,false,5,"cFaOm1r,AJTUQh4,Zf8fWhi,duNuCZx",0.47
2664ba,235,235,72,false,1,"IiyZGxK,I0UVgZp,VW1J5IB,zq38rY1",0.76
2660cf,210,210,66,false,2,"TRZM9iz,891q5Pn,IvxtRNO,4wpZJQd",0.57
26609i,167,167,63,true,5,"Mr8y43Q,L7CB35j,QetXq1N,GGrPGNc,GGrPGNc",0.69
265zg1,198,198,70,false,11,"Biy3TCY,FtX66DS,v78POxq,IapExDw",0.47
26t379,225,225,73,false,5,"zPedQPC,PL6jPGB,R13n5xv,6djPySg",0.48
26syua,132,132,65,true,3,"n6Fmhn4,QNK9CDH,L6Nn3iv,CZSxUJd",0.75
26su7g,122,122,64,true,2,"dWUjIg9,79u3Lha,ZwAT5xT,WfZWP6t",0.51
26ss82,210,210,71,false,2,"pAphXcV,cdYiiKb,GSeOsqF,eTSQ4vY",0.65
26sqhn,197,197,73,false,2,"H1RaNeb,WwhdwQL,Nj5rNl9,40nVg0e",1.5
26rp3g,207,207,65,true,3,"8BBOaAP,sXNFeXz,UDn9HVb,ZsyjnTK",0.56
26rdhz,247,247,70,false,6,"4WWpbiV,Ow8N4XX,hPs9Yb1,dRHTbHB",0.75
26r6e1,192,192,69,true,5,"m0du0Xb,7cVAzLf,RTgjGqH",0.56
26r21f,175,175,70,false,3,"vQoSXxg,ByKqT3r,NeKItl0,GA7LvDn",1.33
26r1tp,127,127,64,true,3,"xMDkSwK,AevmfYB,p8RFq7F,7iJrHrl",0.75
26qv4e,144,144,66,true,3,"vCO8jc0,zYR8W6h,wmJkNsb,uCzNYqb",0.46
26qh4t,180,180,62,true,4,"Pi0nhy0,yh1AJXj,Sp59tBE,QeVfL6k",0.57
26q2zk,206,206,76,false,2,"evtGGl6,J6nS1NZ,CJbYQKm,4dqtOlh",0.49
26prm2,146,146,64,true,3,"hIxjMxb,XG0m7nC,FR4QnMb,yFra6q2",0.43
26p5ie,180,180,69,false,2,"xS7TYxO,KqV0uRS,35cIoCa,fCAzCju",0.75
26p44a,152,152,66,true,3,"RXgmdkX,lptMZhC,JJhtpeH,fZtApSp",0.75
26p37q,192,192,68,false,2,"zYcDYxf,PG3I3yz,tY4Fr6R,n4zqSeU",0.75
26omwa,177,177,65,false,3,wuTVtIE,1.5
26oe4x,143,143,73,false,1,"7gkIzwJ,RBwlLwz,ZwKj4RZ",0.59
26nvd6,177,177,66,false,2,"Bk6YNnb,5bioA0U,VsB5QH7,Spw4h8P",0.75
26nv5z,180,180,68,false,2,AEElEUI,0.75
26nues,176,176,67,true,4,"2sq8esh,NHZkk8Q,m8SbJCK,YQ1aX6B",1.42
26nrry,173,173,63,true,3,"FiXlVd5,4RW8m5N,y0CSdGt,5DEcr3y",1.34
26nktq,185,185,69,false,2,"75Ttg9U,yrk5Hvj,NZ235nZ,RX0zDdq",0.75
26nk4e,228,228,73,false,2,"zuBBN1a,Ac1e6Xo,69F9ppT,nC70T9V",0.7
26nd2z,152,152,71,false,5,"RHSrvpp,X5azju5,xdIY71M",0.75
26n6ru,220,220,73,false,2,"1SExHbs,8g25KAL,iTqxPtD,SE8fJs7",0.6
26muz4,230,230,62,true,3,"mMdhohP,wnifmJW,zPRyTF4,6eA13KW",0.75
26mk40,160,160,68,false,1,"VzAJ5Ra,kPVQ15f,lrCIUAz,XO5tVLc",0.75
26mef3,215,215,71,false,2,"VGhHa21,rSsTgz5,8ETvQAQ,vbmimR3",0.51
26ma4v,174,174,70,false,2,"H1V0SiQ,2ztuFI0,O7mUdlt,hTcqCrs",0.75
26m9z9,149,149,65,true,6,"whD6wre,IzsVWMu,t7heHA7,KYfZGLm",0.48
26l6qi,130,130,68,false,3,"4PoR87o,C9vkYl4,sfOn5l4,UmSI6Ux",0.58
